Coffee,Description,scores,valid_date,polarity_textblob,subjectivity_textblob,neg_nltk,neu_nltk,pos_nltk,compound_nltk,value_flair,score_flair,flesch,kincaid_grade,coleman_liau_index,ari,dale_chall_readability,difficult_words,text_standard,flesch_corrected,kincaid_grade_corrected,ari_corrected,dale_chall_readability_corrected,len_review
KitTea Cat,Overall I thought that this place was pretty great. It's endless tea which is nice and a bunch of cute cats. Most of the cats were sleeping but they were a about 5 cats who were lively. One even chilled on my lap for ten minutes. I would come here again:),5.0,2019-05-30,0.33106060606060606,0.65,0.0,0.768,0.38966666666666666,0.886,POSITIVE,0.999066174030304,103.42,1.4,3.74,2.6,5.38,4,3rd and 4th grade,100.0,1.4,2.6,5.38,255
KitTea Cat,"My family had a great time today at the Kit Tea Cafe! All the staff were super nice, helpful and informative. The lounge was clean and the air purifiers kept my husband's cat allergies from bugging him too much (he didn't pet the cats). The cats were mostly pretty sleepy but very welcoming of pets especially if you were patient. Some were active and that was fun too. Desserts and tea were yummy. Cute items for sale. Bathrooms were super clean. We'll definitely be back!",5.0,2019-05-27,0.38555555555555554,0.6273809523809523,0.0,0.6,0.44471428571428573,0.993,POSITIVE,0.998854398727417,78.85,4.6,6.46,4.9,6.52,13,4th and 5th grade,78.85,4.6,4.9,6.52,473
KitTea Cat,"I went with my cousin here and we had a lovely time with all the kitties. Kitties are very well behaved, they don't hiss or scratch, and they're open to being pet. It looks like they take good care of the kitties. The tea is also very good.",5.0,2019-05-26,0.7033333333333333,0.5860000000000001,0.0,0.693,0.32625000000000004,0.9493,POSITIVE,0.9978281855583191,101.6,2.1,4.16,3.5,1.25,2,4th and 5th grade,100.0,2.1,3.5,1.25,240
KitTea Cat,My 10 year old loves cats! We had a wonderful time with the cats. The staff was very friendly and outgoing. It was a fun afternoon in the city!,5.0,2019-05-26,0.525,0.5125000000000001,0.0,0.561,0.478,0.9534,POSITIVE,0.994662344455719,97.91,1.4,2.27,0.9,0.91,1,0th and 1st grade,97.91,1.4,1.0,0.91,143
KitTea Cat,Such a great place to spend an hour and $25! Sitting in a room with sweet kitties and seeing exactly what your donation is supporting makes for a great visit! My kids loved petting and playing with the cats and enjoyed some chocolate milk as well!,5.0,2019-05-25,0.0,0.58125,0.0,0.573,0.0,0.9778,POSITIVE,0.9991051554679871,81.33,5.7,7.07,6.9,6.8,7,6th and 7th grade,81.33,5.7,6.9,6.8,247
KitTea Cat,"KitTea is a place you can relax, hydrate, and watch some peaceful felines. Also, use their restrooms. Their heated bidet with multiple settlings set my standard of living way too high.",5.0,2019-05-23,0.25,0.26,0.0,0.821,0.379,0.7269,NEGATIVE,0.9980460405349731,77.94,4.9,8.91,7.1,8.73,9,4th and 5th grade,77.94,4.9,7.1,8.73,184
KitTea Cat,"Overall it is a pretty nice place. However, you just need to make sure that you go at a time when most of the cats aren't sleeping. The younger cats usually are a lot more active but the older ones sleep a lot. I recommend either going early in the morning or later in the evening. They also provide free tea which is nice. They also have a lot of cat merchandise, which is really fun.",5.0,2019-05-21,0.3958333333333333,0.49148148148148146,0.0,0.721,0.29983333333333334,0.9717,POSITIVE,0.8667008876800537,83.96,4.7,4.8,4.1,6.14,9,4th and 5th grade,83.96,4.7,4.1,6.14,385
KitTea Cat,Came here for a mental health day and it was EXACTLY what I needed. The atmosphere is the loveliest and so are the cats. 1000/10 coming back,5.0,2019-05-20,0.0,0.15,0.0,1.0,0.0,0.0,POSITIVE,0.999714195728302,83.15,5.0,5.97,5.2,7.23,5,5th and 6th grade,83.15,5.0,5.2,7.23,140
KitTea Cat,Kit-Tea was such a fun family activity! The kids loved all the different cats and the environment is very cute and clean.Their favorite part was watching all the cats jump up when it was snack time and they loved being able to give a couple treats to the cats!The hot cocoa is homemade and was delicious with whipping cream and a marshmallow!Definitely recommend this as a fun activity for cat lovers and kids!!!,5.0,2019-05-20,0.34861111111111115,0.6886363636363636,0.0,0.656,0.447,0.9855,POSITIVE,0.999420166015625,42.89,16.3,9.7,18.8,7.61,10,-1th and 0th grade,42.89,16.3,14.0,7.61,412
KitTea Cat,"Okay, how can anyone give this place less than 5 stars?! It combines pretty much my two favorite things in the world - fluffy kitties & tea! A few friends and I dropped by for a 1 hour session with the kitties around 6:30 pm and we were pleasantly surprised to see most of them awake and ready for playtime. We at first drifted over to the tea station (set up by the windows) before diving into cat bonding time. I loved the Hojicha! Definitely give it a try. The rest of my 58 minutes inside KitTea Cat Cafe was spent trying to make friends with the cats. It felt like a lot of unrequited love but alas, I still had so much fun staring lovingly at them. (maybe one day they will love me back) I loved how our KitTea representative would get the cats to hop up onto our backs. It felt like such a unique experience! We also learned from him that KitTea Cat Cafe rescues cats who would otherwise by put to death and rehabilitates them to be comfortable around humans and I just absolutely love that! I wish I could give another star just for that reason. By the end of this interactive experience, I was ready to embrace my future as a cat lady. I truly can't wait to return!",5.0,2019-05-13,0.31168402777777776,0.5398148148148147,0.0,0.672,0.33028571428571424,0.9966,POSITIVE,0.999733030796051,79.4,6.5,6.32,7.2,6.53,29,6th and 7th grade,79.4,6.5,7.2,6.53,1174
KitTea Cat,Wonderful environment to destress! Would've been helpful to have a sign up on the wall for what we can do in the meantime before going into the kitty room and what the protocol is before going in (taking off shoes/hand sanitizer) because it was a little awkward to stand around not knowing what to do with myself. Just a small thought :),4.0,2019-05-08,0.0,0.78,0.0,0.832,0.113,0.8585,POSITIVE,0.9998905658721924,59.33,10.0,8.18,10.0,6.46,7,9th and 10th grade,59.33,10.0,10.0,6.46,337
KitTea Cat,"As a crazy cat lady myself, I couldn't have asked for anything more!! Amazing staff, delicious teas, and adorable cats??? I wish I could come back every day! I'm glad that I went on a weekday afternoon. It was very quiet and chill which was so relaxing! I'll definitely be back :)",5.0,2019-05-08,0.39732142857142855,0.6733333333333333,0.0,0.526,0.427,0.9811,POSITIVE,0.9992825388908386,79.77,4.2,4.89,4.0,5.61,5,3rd and 4th grade,79.77,4.2,4.0,5.61,280
KitTea Cat,"My friends and I had a wonderful time at KitTea this weekend. The staff were extremely helpful and really made us feel welcome and well informed about the cats. Unlimited tea was awesome, and the food we ordered was delicious! Super recommend this place.",5.0,2019-05-05,0.6898148148148149,0.8238095238095238,0.0,0.528,0.4653333333333333,0.9826,POSITIVE,0.9976158142089844,68.77,6.4,8.68,6.7,7.77,10,7th and 8th grade,68.77,6.4,6.7,7.77,254
KitTea Cat,These gattos are so cute! I had a pleasant experience and the teas here are great! They also sell cute merchandise too! Highly recommend.,5.0,2019-05-04,0.6286666666666667,0.8513333333333334,0.0,0.44,0.56,0.9655,POSITIVE,0.9993522763252258,71.82,5.2,6.92,4.9,7.32,5,6th and 7th grade,71.82,5.2,4.9,7.32,137
KitTea Cat,We had a great visit at the cat cafe. The employees were great and we really enjoyed our time with the cats!,5.0,2019-05-01,0.8,0.7333333333333334,0.0,0.598,0.369,0.9199,POSITIVE,0.9841859936714172,85.69,4.0,3.92,2.7,5.62,2,5th and 6th grade,85.69,4.0,2.7,5.62,108
KitTea Cat,What a great experience! to ply with the cats for just a hour are very relaxing. this is definitely a cat lover spot!,5.0,2019-04-29,0.6,0.5166666666666667,0.0,0.522,0.397,0.9401,POSITIVE,0.9995105266571045,73.51,8.7,6.22,9.5,6.84,3,6th and 7th grade,73.51,8.7,9.5,6.84,117
El,Nice peopleGood foodClean spaceWonderful coffee drinksI really like the egg sandwiches here,5.0,2019-06-01,0.0,0.6,0.0,0.641,0.0,0.6801,POSITIVE,0.9925625920295715,33.92,11.5,20.52,16.0,9.5,4,11th and 12th grade,33.92,11.5,14.0,9.5,91
El,Great food prepared and served by super nice people in a clean and comfortable environment. Everything is good here. An awesome addition to the neighborhood.,5.0,2019-05-25,0.7333333333333334,0.7880952380952382,0.0,0.384,0.5476666666666666,0.9769,POSITIVE,0.9868752956390381,63.05,6.5,10.81,7.8,7.84,6,7th and 8th grade,63.05,6.5,7.8,7.84,157
El,"Duke Ellington's signature tune was ""Take the A Train"", but mine ain't ""Take the L Train"". I barely ride it, but one day, I rode it and forgot to get off at West Portal. As I was cruising down Taraval, I got off at 23rd and found this spot just a block away in front of McCoppin Square. It was a good thing because I was trying hard to avoid the neighborhood greasy spoons to get some lunch. Lots of comfort food in these parts but healthy? Yeah, not so much.I tried the $8.95 Fiesta Salad, a bowl of organic mixed greens and kale tossed with dried apricots, avocado, walnuts, and sunflower and pumpkin seeds, all of it drizzled with balsamic vinaigrette (photo: bit.ly/2LnnCQ8). I asked for chicken, but they either forgot or ran out. It didn't really matter because it provided a tasty freshness in an unfamiliar part of town. OK, I've been to Marco Polo Italian Ice Cream and Kingdom of Dumpling and Taraval Okazu Ya and... OK, I lied.FOOD - 4 stars...there's a fiesta in my saladAMBIANCE - 3 stars...tiny spot and I'm not sure why there's a mural of Siena on the wall (photo: bit.ly/2VNCCL5)SERVICE - 3 stars...quick, quickTOTAL - 4 stars...nice to get a salad out thereRELATED - Sauntering in the Sunset? Here's a collection of places I've visited and reviewed: bit.ly/2EI8eIJ",4.0,2019-05-04,0.15569444444444444,0.45534188034188033,0.22,0.811,0.30733333333333335,0.9697,NEGATIVE,0.998490571975708,67.89,8.8,8.36,11.0,6.91,32,8th and 9th grade,67.89,8.8,11.0,6.91,1281
El,I love this place. My wife and I always come here to eat for our lunch break almost everyday.  we love their el Frances and turkey club with matcha green tea smoothies.  i don't mind muni/metro noise passing by... the worker know what they're doing with their foods and giving us spilt foods without asking us because we usually spilt the food. I highly recommended!!!,5.0,2019-04-27,0.04999999999999999,0.48166666666666663,0.0,0.805,0.468,0.9296,POSITIVE,0.9991747736930847,74.83,8.2,8.7,11.4,6.66,8,8th and 9th grade,74.83,8.2,11.4,6.66,368
El,Stopped in for a quick breakfast and this place exceeded my expectations. All my friends LOVED their food. Ambiance is very relaxed and all the staff is very friendly. I am visiting from Santa Barbara but when I come back this place is going to be a must. Love that they vegan options.,5.0,2019-04-07,0.4692708333333333,0.47500000000000003,0.16,0.721,0.536,0.9288,POSITIVE,0.9938187003135681,86.1,3.9,6.48,4.6,6.84,9,6th and 7th grade,86.1,3.9,4.6,6.84,285
El,"I tried the turkey club panini and a hot white mocha, both were delicious. They were polite and the food did not take long to come out.",5.0,2019-04-07,0.4166666666666667,0.5625,0.0,0.866,0.252,0.5719,POSITIVE,0.9985935091972351,91.61,3.8,4.92,4.3,5.48,2,4th and 5th grade,91.61,3.8,4.3,5.48,135
El,"My favorite place in my neighborhood. I go to this place every week, and I order breakfast panini and coffee. I tried some bagels as well, those were good but breakfast panini is awesome. People are so cool and cozy. I love this place.",5.0,2019-02-26,0.6166666666666667,0.7666666666666666,0.0,0.619,0.476,0.968,POSITIVE,0.9964697360992432,87.92,3.2,5.3,3.5,1.15,2,3rd and 4th grade,87.92,3.2,3.5,1.15,235
El,"I always feel so welcome in this cafe! Everyone on staff always greets me the moment I walk up to the counter. The drinks are awesome, I usually go for an almond cortado and the male barista (why haven't I asked for his name yet?!) makes it to perfection every time; perfect amount, perfect temperature, perfect foam with a heart in it, and with a smile. This is definitely my go to coffee shop in the Parkside!",5.0,2019-02-07,0.7892857142857143,0.6499999999999999,0.0,0.671,0.3155,0.9841,POSITIVE,0.9994937181472778,77.27,7.3,6.91,8.7,6.44,9,6th and 7th grade,77.27,7.3,8.7,6.44,411
El,"This place is the best cafe overall in the Inner Parkside. The staff are extremely friendly but laid back and nonobtrusive. I love that they are just regular people who are hardworking and considerate. They are honest about everything and answer everyone's questions about anything. They are always interested in what customers think. They provide free wifi and they will let people relax on their phones or sit and study. The food and drinks are very tasty and the prices are moderate/reasonable. I personally find their paninis, wraps and sandwiches much better (and they are lower priced) than the place next door. The pastries are all excellent. Coffee drinks are perfect (without the bitterness of some other coffee shops nearby). People should really check this place out! They deserve the 5 star reviews.",5.0,2019-01-22,0.37045454545454537,0.4176994301994302,0.155,0.695,0.2837777777777778,0.9916,POSITIVE,0.9987566471099854,68.67,6.4,10.3,8.2,7.04,24,6th and 7th grade,68.67,6.4,8.2,7.04,811
El,We discovered this cafe a couple of months ago and have been here 3x now.  The food and coffee are good.  Love this place for a quick brunch.  The service is also very friendly.  I enjoy the low key atmosphere.,5.0,2019-01-19,0.434375,0.5928571428571429,0.253,0.664,0.40525,0.9181,POSITIVE,0.9805152416229248,56.26,15.4,7.38,18.7,6.8,3,6th and 7th grade,56.26,15.4,14.0,6.8,210
El,"A friend of mine recommended this new cafe in the neighborhood and I haven't been able to resist working from this cafe on my work from home days.  The service is really good here!  I'm not a super fan of their chai but I'm a very picky chai drinker.  I do however really like their breakfast.  Any of the food items you order are great picks.  My faves are the breakfast croissant, egg/cheddar and bacon on bagel and their almond croissant.  I also can't get mad at their music they play!",5.0,2019-01-09,0.405239898989899,0.5745265151515151,0.175,0.748,0.28099999999999997,0.9613,POSITIVE,0.9992233514785767,4.49,35.2,8.5,44.7,9.36,7,8th and 9th grade,4.49,20.0,14.0,9.36,489
El,This place definitely deserves more recognition! Came here on the early morning of Thanksgiving and was pleasantly surprised that it was open as I was looking for some quick breakfast. Ordered a breakfast sandwich and a strawberry and banana smoothie. The food was fairly priced and had a quality taste. As for the ambiance it is clean and quaint. The staff were really friendly as well. I'll definitely be making this place one of my new go-to's in the area!,5.0,2018-12-18,0.40868055555555555,0.5685950413223141,0.0,0.779,0.342,0.9555,POSITIVE,0.9998928308486938,76.82,5.4,8.39,6.7,6.37,11,6th and 7th grade,76.82,5.4,6.7,6.37,459
El,"The first thing I noticed about El Cafe when I came in is how light and bright it is! The atmosphere is cozy and the windows are huge. I asked one of the owners to recommend an iced drink on an unseasonably warm day in the city. He set me up with a mocha frappe that had just the right amount of sweetness. My guy got a tropical smoothie with almond milk and a vegan panini. Bonus points for accommodating pretty strict dietary need.  I plan to make this my study spot, especially since this cafe has a good amount of plugs and plenty of food and drink options. Highly recommend!",5.0,2018-09-30,0.3661428571428572,0.7053679653679653,0.0,0.787,0.24640000000000004,0.9735,POSITIVE,0.9999704360961914,78.08,7.0,6.73,7.7,6.83,16,6th and 7th grade,78.08,7.0,7.7,6.83,579
El,Homey spot with panini and pastries to go with Nomadic Coffee. We had a nice breakfast wrap pressed on the panini grill. Be sure to ask for your beverage in a ceramic mug! They are quite pretty.,5.0,2018-09-09,0.51875,0.9629629629629629,0.0,0.783,0.2865,0.8353,POSITIVE,0.9998607635498047,87.42,3.4,5.07,3.3,6.23,5,5th and 6th grade,87.42,3.4,3.3,6.23,194
El,"I live in the neighborhood and find this to be an exceptional place for bagels and paninis filled with excellent choices both meat and veggie. My two favorites are the Lotta Lox Bagel on a toasted bagel of your choice with cream cheese, capers, onion, tomato and a LOT of lox. It tastes delicious and is a regular of mine. Another is the Breakfast Panini with scrambled eggs, roasted red pepper, fresh spinach, and mayo and you can add avocado, bacon, or another protein (ask for it as an addition). Best of all:  FANTASTIC PRICES! $5.50 - $7 depending on your choices and very warm human service.",5.0,2018-07-28,0.46815151515151515,0.588076923076923,0.0,0.802,0.2924,0.9736,POSITIVE,0.9996240139007568,66.88,9.2,8.41,11.0,7.67,20,11th and 12th grade,66.88,9.2,11.0,7.67,597
El,Love this addition to the neighborhood. I usually stop for coffee but just recently tried their breakfast panini - and plan to make it a regular routine.It appears to be be family owned and service is very friendly.,5.0,2018-07-22,0.49375,0.3653846153846154,0.0,0.782,0.349,0.7743,POSITIVE,0.9987199306488037,61.16,9.3,9.98,10.5,7.54,7,9th and 10th grade,61.16,9.3,10.5,7.54,215
El,Amazing location by the park and muni train access.  Very friendly staff.  Beautiful corner views and a wonderful mural inside! A must see!,5.0,2018-07-13,0.5437500000000001,0.8875,0.0,0.519,0.479,0.9497,POSITIVE,0.9965941309928894,59.8,7.8,10.01,8.3,7.64,5,7th and 8th grade,59.8,7.8,8.3,7.64,139
El,"I love this place! Delicious food, great drinks, wonderful service and good prices. Such a relief to enter a coffee shop and actually be acknowledged (; the staff is extremely friendly and attentive. My new favorite neighborhood spot.",5.0,2018-07-05,0.44564393939393937,0.6731404958677686,0.0,0.459,0.5086666666666667,0.9843,POSITIVE,0.9974139928817749,62.04,6.9,10.58,8.3,6.66,6,6th and 7th grade,62.04,6.9,8.3,6.66,234
El,"The curry chicken panini is very special, I loved it. Very good coffee, lovely quiet spot.",5.0,2018-07-01,0.32904761904761903,0.726031746031746,0.0,0.433,0.5755,0.9374,POSITIVE,0.9916207790374756,80.28,4.1,6.1,4.7,6.99,3,4th and 5th grade,80.28,4.1,4.7,6.99,90
El,"$1 pastries! I forget after what hour of day, I think 3:00pm.",5.0,2018-06-28,0.0,0.0,0.196,0.804,0.0,-0.2942,NEGATIVE,0.9996738433837891,84.68,4.4,3.58,4.2,5.55,1,4th and 5th grade,84.68,4.4,4.2,5.55,61
Neighbor,"4.25/5Came by on a Friday morning around 10am for a quick breakfast. Luckily there was no line and I was in and out in 5 minutes. The shop is small though they have 3 large benches outside for seating along with their extras setup (water, cream, sugar, napkins, etc.). Unfortunately no shade or outdoor heaters available. Parking in the area is mostly street and can be difficult. Easy to access by MUNI though. Service is really friendly. They have a small menu but if you're coming for baked goods you just have to look on the rack to see what they have.I got the following items:1) Everything Croissant: The only item I semi regret. It's still pretty good but it can't compare to the other two items. The top layer is very flaky but most of the flavor is there so once it flakes off the remainder is pretty flavorless. It's not an overly buttery croissant so the inside is airy but otherwise a sticky doughy texture. There's a bit of filling consisting of cream cheese and green onions but it's not enough to carry through the whole croissant (though personally I also use a ton of cream cheese on my bagel). I'm also not a huge fan of the grainy texture cream cheese takes on when it's baked. (3.5/5)2) Sauerkraut Smoked Cheddar Peppadew Tart: I wasn't sure how this would work out in pastry but I absolutely loved it (given I am a fermented food nut). In terms of texture it's similar to the croissant. Not buttery but fluffy with a flaky (though less than the croissant) top coat. I wish the filling as a bit more dispersed but overall I loved it. It's almost like an elevated version of nacho cheese and kimchi. The sauerkraut peppadew combo is very kimchi-like though a touch sweeter. This with the smoked cheddar made for a perfect balance. The bread itself is quite sweet compared to the salty spicy filling so the extra doughy-ness works a bit more favorably here (4.25/5)3) Twice Baked Pistachio and Blackberry Croissant: Like a cross of Seattle's Bakery Nouveau twice baked chocolate almond croissant and Arsicault's almond chocolate croissant but with fruit. The texture if just like Bakery Nouveau's a sort of heftier crust with crunchy ridges. The filling has that more grainy sweet paste texture like Arsicault's but it offsets the sweetness with the nutty toasty pistachios and the tart blackberries. In principle I am still a chocolate over fruit girl but damn this was good (4.75/5)Overall I really enjoyed my visit here. While I've had better croissants elsewhere I loved the unique flavor combinations they offered here. I definitely want to come back to try some of their hot food options or their kimchi toast (they serve this at room temp but you can get it heated up).---The Re-return: Twice Baked Pistachio and Blackberry Croissant if you are a fruit person; otherwise go for Arsicault's chocolate croissants---",4.0,2019-05-27,0.3678240740740741,0.5416822284469344,0.24033333333333337,0.785,0.28375,0.9977,POSITIVE,0.9984456896781921,68.4,8.6,9.34,10.9,6.7,65,8th and 9th grade,68.4,8.6,10.9,6.7,2838
Neighbor,"What can I say except queue up early! Check hours but we arrived 10 minutes before opening and there was already a line! Not a bad review on any of the bakeries we tried. To offset the sugary- ness we got the savory porridge. AKA ""jook"" Ours did not look like the display at the counter. Instead it was a condensed version in a paper soup cup. Otherwise, solid bakeries all around, go early!!!",5.0,2019-05-18,0.25312499999999993,0.3416666666666667,0.161,0.874,0.127,0.6343,NEGATIVE,0.5483363270759583,86.1,3.9,5.55,4.2,6.51,11,3rd and 4th grade,86.1,3.9,4.2,6.51,393
Neighbor,"I had the shio koji porridge. It was incredibly warm and nourishing to the soul. The right amount of spicy umami and savory. I would eat this every day if I could. I wish this place had wifi, I would never leave but I guess that's why they don't. I love this place!",5.0,2019-05-17,0.44285714285714284,0.5785714285714286,0.0,0.818,0.20550000000000002,-0.5144,POSITIVE,0.9997784495353699,96.38,2.0,3.27,1.9,5.86,6,1st and 2nd grade,96.38,2.0,1.9,5.86,265
Neighbor,"MUSHROOM TART is da bomb. The kimchee toast was good - not amazing. Passion fruit doughp - good if you want something sweet. Coffee has a nice design but was just ok. The line is long and intimidating, but it does move pretty fast!",4.0,2019-05-16,0.425,0.6944444444444444,0.362,0.535,0.458,0.6824,NEGATIVE,0.9950972199440002,88.33,3.0,5.53,3.9,6.31,6,5th and 6th grade,88.33,3.0,3.9,6.31,231
Neighbor,Dude the bake goods are legit. I see why people line up and get up early. Walking there or getting dropped off by lyft is ideal there really isn't many spots to park.,5.0,2019-05-15,0.7,0.6,0.0,0.901,0.175,0.5267,POSITIVE,0.9995500445365906,85.69,4.0,4.39,3.2,5.14,2,3rd and 4th grade,85.69,4.0,3.2,5.14,166
Neighbor,"Was kinda skeptic going to a ppace with almost 5 stars but damn its earned.staff was incredibly polite and helpful with recommendations, theres a restroom if you need it(its sf, thats a luxury), and a nice ambiance.",5.0,2019-05-11,0.75,0.95,0.288,0.696,0.246,0.6528,POSITIVE,0.9945821166038513,42.38,16.5,10.28,19.9,8.46,7,16th and 17th grade,42.38,16.5,14.0,8.46,215
Neighbor,"Oh my goodness- the ginger gooey bread is delicious, and so are the pistachio blackberry... and the savory breads... and basically every other delightful item that comes out of their ovens.  I am thrilled to have such an amazing bakery in Dogpatch.   Get there early, as the lines can be long, but are worth the wait!",5.0,2019-05-10,0.6125,0.5861111111111111,0.0,0.781,0.351,0.8943,POSITIVE,0.9998443126678467,31.56,22.8,9.3,28.5,8.67,8,8th and 9th grade,31.56,20.0,14.0,8.67,317
Neighbor,"The best croissant we have had in California!  Only one second best was at the farmers market in LA.  Staff was extremely friendly and nice.  The other pastries we had were good too and the food looked good.  We will have to try some other things next time.  As others have said, no seating inside and parking is barely there.  Great little spot for sure!",5.0,2019-05-01,0.4708333333333334,0.485925925925926,0.167,0.656,0.4346666666666667,0.9776,POSITIVE,0.9998798370361328,30.88,25.1,8.84,32.2,8.8,8,8th and 9th grade,30.88,20.0,14.0,8.8,355
Neighbor,"Easily the best sourdough load in the city is their olive loaf. But with exceptional pastries, such a nice staff - there's even more to love even if they do run out of bread. Pro tip: bread often runs out early (before noon) and lines can be 15+ mins. Plan accordingly",5.0,2019-04-29,0.585,0.6291666666666665,0.0,0.764,0.34299999999999997,0.931,POSITIVE,0.9997803568840027,79.9,6.3,6.55,7.4,6.04,5,6th and 7th grade,79.9,6.3,7.4,6.04,268
Neighbor,"As far as pastries go, you'll find nothing on the planet that tastes as exquisite as the cinnamon walnut bostock. Everything else pales in comparison.",5.0,2019-04-23,0.55,1.0,0.0,1.0,0.0,0.0,NEGATIVE,0.9796598553657532,58.79,8.2,10.14,8.6,8.05,6,8th and 9th grade,58.79,8.2,8.6,8.05,150
Neighbor,"This bakery is part of our Saturday morning routine. It's delicious, rain or shine they always have a line, honestly it's worth the wait. Everything is freshly baked, most of the time it's still warm when we get it. The staff is so friendly, and efficient.It's a very small place, limited out outdoor siting.",5.0,2019-04-20,0.32336309523809526,0.4828571428571429,0.236,0.733,0.38233333333333336,0.9091,POSITIVE,0.9996891021728516,74.69,6.2,8.0,7.6,6.65,8,7th and 8th grade,74.69,6.2,7.6,6.65,308
Neighbor,"Good but not as outstanding as I expected. The very hyped pistachio blackberry twice-baked croissant is good but not worth a special trip, and I would only come back if in the area.There's no seating inside the bakery but there are many tables outside. However, in the morning (which is the best time for visiting bakeries) the seating area is covered in shade, so it might not be the most pleasant environment for enjoying pastries.From most to least liked, I tried:Recommended:-Pistachio blackberry twice-baked ($4.85)- tastes good because the filling is good - it's moist, sweet, and slightly tart, and the flavors of the pistachio and blackberry go well together. I did think it was a little too sweet, especially with the powdered sugar on top, The croissant itself is slightly dry by itself but is good together with the filling. It is a bit overhyped though - I've had better twice-baked croissants elsewhere (e.g. Baker Doe's).Better than OK:-Butter croissant ($3.50) - very crispy and light. While it does taste of butter, the flavor isn't /super/ buttery and it's a bit on the sweet side. It's good but not as good as I expected, and I think Arsicault Bakery and some bakeries in New York make better versions.-Ginger pull-apart ($4.25) - reminds me of a denser, slightly bread-like kouign amann. The base is coated in sugar, and the bottom half is more syrupy, sticky, and gingery. The ginger flavor overall was not strong.Not recommended:-Mushroom tart ($4.50) - flavorful filling, very cheesy and with a decent amount of mushrooms and onions. The pastry portion was crunchy and kind of flaky. But it was served completely cold (on a warm plate), so the cream-based filling was completely hard and not at all pleasant to eat.",3.0,2019-04-19,0.24658128908128907,0.5539314427069529,0.23483333333333334,0.735,0.268,0.9958,NEGATIVE,0.9999799728393555,64.14,10.3,10.51,14.3,6.91,38,10th and 11th grade,64.14,10.3,14.0,6.91,1737
Neighbor,"So good! Every bite is delectable of whatever you get. Team is friendly and efficient, watching them work on the pastries and bread in their open space is a treat as well, I can feel the love they put into their food. Quality ingredients and great flavor combos! Only downside is parking.",5.0,2019-04-17,0.5555555555555556,0.6583333333333333,0.139,0.588,0.38666666666666666,0.9771,POSITIVE,0.9988269209861755,75.2,6.0,7.47,6.5,7.62,11,6th and 7th grade,75.2,6.0,6.5,7.62,288
Neighbor,I needed amazing pastries for a very picky crowd...lots of wheat free eaters (it seems to be a trend) so I pre-orders two dozen of the buckwheat financier as a SF local who is wheat free told me these would be a hit. I also ordered the jammy oat bars AND the pistachio blackberry croissants. I OVER ordered based on the amount of people at the breakfast meeting hoping there would be leftovers. Nope. These are the as good as they look and I worth the drive past five other bakeries to get here. I would eat the oat bar every day if I lived close!,5.0,2019-04-10,0.2743055555555556,0.4583333333333333,0.0,0.83,0.2355,0.9538,POSITIVE,0.9996941089630127,83.8,6.8,6.27,8.8,6.77,14,6th and 7th grade,83.8,6.8,8.8,6.77,547
Neighbor,"First yelp review :) After my coworker brought some pastries to work, I decided to visit in person. Ordered 6 pastries/items - would recommend the twice baked croissants and the mushroom tart. Overall, I would give the pastries a solid 4/5, but the poor service reduces my overall rating to a 3. I understand that there is a long line of customers, but I felt super rushed and disrespected. I felt a bit discriminated (?), because they were super nice to certain people. Anyways, would give it a try if you love pastries.",3.0,2019-04-02,0.3498015873015873,0.4948412698412697,0.2,0.663,0.2864,0.9625,NEGATIVE,0.9999313354492188,64.71,8.0,8.46,8.5,7.19,16,7th and 8th grade,64.71,8.0,8.5,7.19,521
Neighbor,"OMG!!!!! Super duper excellent pastries! We heard about the James Beard finalists and found Neighbor Bakehouse was on the list. Finally was near enough to try their deliciousness first hand. Ginger pull apart, pistachio blackberry croissant, German coffee cake and sauerkraut cheddar cheese croissant. We were just going to take a bite of each but surprisingly enough, we devoured all of the goodies. Service is excellent!!! Caring staff because, I have a nut allergy. Definitely sharing our find with friends and hotel concierges.",5.0,2019-03-30,0.8333333333333333,0.5900000000000001,0.0,0.676,0.40259999999999996,0.9867,POSITIVE,0.9999611377716064,69.38,6.2,11.28,9.2,7.77,19,7th and 8th grade,69.38,6.2,9.2,7.77,531
