Description,Rating
"Here I am, sitting at the communal table on a sunny afternoon, admiring the beautiful light reclaimed wood counter and thinking about what I want to order. This tiny space is like a portal to a fairy's kitchen in the woods. It's across the street from the 24th BART station and you could easily mistake it for being just like another cafe in the grungy Mission until you walk in. There are tall ivy plants dripping from the ceilings and a cute little gong, yes, a gong, that welcomes you. I've never rang it but maybe next time I will. This was a weekday and I came here by myself and a book because I wanted to look cool while eating solo. Who am I kidding, I need more than a book to look cool. I'm on a 10 days cleanse and this is one of the few places that can accommodate my rather wholesome albeit restricting diet. So I figure body detox + digital detox, makes it acceptable to show up for food in sweatpants, no makeup on, and my hair up in a lazy bun. Yay! Beloved Cafe is known for their wholesome raw vegan nourishments. I feel like this is the tiny version of Cafe Gratitude without the adorable food item names... I wonder if they are connected somehow... Anyway, I made up my mind and ordered the Green Detox juice (notice a trend here?) and the Quinoa bowl with roasted veggies with added avocados because I'm usually the person that ask for extra avocados anyway. You can tell a lot about a restaurant by the quality of their avocados. Here at Beloved Cafe, theirs was hella sexy, I gotta say. It was muscular, ripe, and smooches easily with the fork. I appreciate the freshness of their offerings and it is most evident in their juice. Everything seems made to order, sans desserts, so things take a little longer to arrive, but hey, it's the antithesis of fast foods.So as I'm spooning my quinoa bowl, savoring the medley flavors of roasted sweet potatoes, kale, sprouts, avocado, and grains, and simultaneously reading a chapter, I feel a tapping on my left shoulder from the person sitting next to me. Well, what a pleasant surprise, I ended up making a new friend that day, someone who had an insight about what I was reading about. My new friend and I decided to order a dessert to share, it was something new that I haven't tried before. The raw vegan cheesecake arrived to our communal table pretty in pink and playfully adorned with berries, it was a sweet ending to a naturally authentic experience. I love Beloved Cafe and I highly recommend you coming here with a friend or by yourself like I did, stay off your phone, and say hello to the person sitting next to you. You might end up sharing a dessert with them ;-)",5.0 star rating
"When my friends and I were planning on attending a performance at The Dance Brigade's Dance Mission Theater, we looked for the best reviewed restaurant within close proximity of the Theater and found that Beloved Cafe met both criteria perfectly.It was a slight bit hidden in the sea of buildings on 24th Street, however, once we walked in, I had a good feeling that this was going to be a positive experience.Beloved isn't very big as while there is bar-style seating, it was mostly taken which led us to have to sit in a slightly cramped couch corner area. However, it was very comfortable so I have no complaints about it. The staff there were extremely attentive, and my friends ordered a juice and a couple of salads, while I personally got the Buddha Berry Smoothie Bowl and the Raw Vegan Cheesecake which had a coffee-style flavor that day.My friends got their food and drinks within 15-20 minutes while unfortunately mine took about 45 minutes. However, was the wait worth it? Let me put it this way. I'm not a vegan whatsoever and this isn't my typical scene as I'm very happy with various ethnic meaty foods, burgers, sushi, etc. The Buddha Berry smoothie bowl was hearty and flavorful beyond belief - not to mention the size of the bowl I thought was more than fair at the price point. I usually inhale food and it took me a while to finish, so needless to say, I'd have this again in a heartbeat. The real star of the show? The Raw Vegan Cheesecake. I usually don't eat cheesecake because while I enjoyed it as a kid, it just wore down on me over the years. This one on the other hand - HOLY COW! The mouse-like consistency with the coffee flavor set it over the top and made it the best cheesecake I'd ever had in my life. Everyone was happy with what they had gotten and virtually finished their plates, and the staff even surprised us with a sample of a shortbread brownie-style pastry that was again unbelievable. I don't know how Beloved does it, but if this is what they call health food, I'm totally in! Thank you so much Beloved for the incredible experience and showing me just how delicious healthy vegan/vegetarian food can be. I can't say enough about this place and will definitely be back.",5.0 star rating
"This place has it all. A lovely warm and comforting atmosphere, paired with delicious food and drinks. I've been here twice now. Most recently, I had their Red Velvet Smoothie Bowl and a homemade Chai. The bowl is packed with nutritious deliciousness and makes a decent sized breakfast (or snack!). The chocolate flavors in it are rich but the beet gives it a bit of earthy flavor that's unusual but absolutely delicious. The chai was perfectly spicy. Previously, I had their golden milk which did not disappoint! The people who work here are also great. They get busy since it's a small place, but they make all customers feel welcomed and valued.",5.0 star rating
"I'm really surprised I haven't reviewed this place since I've been so many times and absolutely love it. This cafe has such a different vibe to any other. It's limited seating creates a really intimate atmosphere. The staff are super chill and give great recommendations on the menu. I'm obsessed with the lentil soup, hot chocolate, and cheesecakes. Oh, and the kale salad. I'm literally craving all of them now just thinking of them. I took my father in law here, someone that, by every measure, would not like a place like this (clean ingredients, super small, no meat or wine, etc.) and he actually loved it. He's a chatty guy and was super impressed with the staff's friendliness. I recommend this cafe to anyone--even those who think it might be a little too different for them. The food and drinks are reasons to visit, the staff and vibe are reasons to stay.",5.0 star rating
"Love this place! Small hole in the wall, very welcoming, hippie vegan vibes. There is a bookshelve by the window alcove with very interesting reads. One book was about the Principles of Tao. We ordered the quinoa bowl, which can be made without onion and garlic! Very delicious. The smoothie bowl was refreshing for a Saturday brunch. The mushroom latte was definitely unique, to say the least. It had a subtle shitake flavor but was also sweet and warming.",5.0 star rating
"A local friend recommended Beloved when I was in town last year, and when I came back this year, I knew it had to be my first stop when I came in this trip.It's such a beautiful and welcoming place, filled with custom wood and and welcoming staff and customers. There's a huge wall of tea and a simple menu with great, fresh, healthy options. Kate was serving me and absolutely made this my favorite spot in town. She was so welcoming and caring and attentive and knowledgeable, it was incredible. She knew so much about so many of the amazing tea options, and shared so many  smart and fun facts and stories about the different kinds they have and cool properties and benefits. She was so sweet and offered samples along with it to me and the other guests, and just made the day of everyone in the cafe for the 3 hours I ended up staying. I ended up with a Quinoa Bowl and a pot of Long Jin which was perfectly brewed every time she filled up the pot with hot water, which was often. She also recommended the carrot cake muffin which capped off my day perfectly. I'm visiting the area and she recommended some other spots and events to check out which is so much appreciated. So far I've recommended the place to a bunch of locals and travelers and can't wait for more people to check out this place and enjoy the ambiance, foods, teas, and the most incredible service. A must stop if you're in town!",5.0 star rating
"I always walk past this cafe, and I finally had the chance to check it out - I enjoyed my first experience here!The Red Velvet smoothie bowl is absolutely delicious - filled with nutritious ingredients and a hint of cocoa. Generous portion size, had to pack some of it to go!The ambiance is absolutely wonderful. The greenery and spices on display create an enjoyable experience. I also had fun browsing the pages of one of the communal cookbooks on display. Very friendly and welcoming staff. Look forward to trying more on the menu in the future.",5.0 star rating
"First time diner and I loved the dal, kale salad and juice. Staff was friendly. I only give 3 stars because the website says ""This is your escape from the city, your sanctuary..."" and I went on a night where I really needed healthy food in a peaceful space. Instead they were blasting pop tunes making it hard to have a conversation without yelling. On a normal night maybe Id be singing along with the staff but this night it was really distracting.",3.0 star rating
"I love everything about this place from the organic delicious food, drinks, teas, the people that work here, the vibe, the decor. It is so inviting and cozy and comfortable. It's amazing to see 4 people work in a tiny space. Everything I tried has been amazing and I feel good knowing I'm putting such good food in my body that was thoughtfully put together by amazing people. I've tried the quinoa bowl which is my fav bc of the chipotle sauce, kale salad, lemon ginger quinoa cheese cake and blueberry cheesecake, mushroom latte(so good!!!), matcha latte, adaptogen ball, morning ritual tea(you can taste all these amazing earthy flavors that work so well that this just might be my favorite tea ever), plus they give alkaline water too! Can't wait to try other things on menu plus when the weather warms up too some of the smoothie bowls and cold drinks too.",5.0 star rating
"Trying to be health conscious and connecting with the community to share with them the chiropractic services I offer can be difficult. Not here! No pastries to be tempted by that are healthy! A massive selection of elixers, teas, smoothies, and foods. Can't wait to be back!",5.0 star rating
"You know that dreamy low glycemic, organic, sustainable, healthy, medicinal, vegan/veggie good for the planet food joint you've been dreaming of? This is it. It's all the goodness from the world packaged into a little mission spot for you to receive love . Service is great, food is great, decor is great. Don't sleep!",5.0 star rating
"I love this cafe! My favorite place in the city and I find myself here once or twice a week. I believe everything is vegetarian (possibly vegan if you omit ghee from the dishes). Staff is pleasant, funny, and efficient. My favorite things here are the carrot ginger cupcakes that come with a nice topping and the occasional berry or two) and the healthy glow smoothie with walnut milk (who knew limes would work so well in smoothies??). You can get a nice pot of tea to share for under $10. I've heard the lentil soup (dal) is delicious with avocado and sprouts-- will need to try this. The reishi/mushroom latte is complex and taste; it kind of reminds me of a wholesome Chinese herbal soup that my mom concocts every now and then. The space is rather small but intimate, and anyone who comes here will appreciate the intricate furnishings and details. I'd suggest for groups of 3 or smaller. Also, if you're ordering its best to grab a menu from the front and make your way to the iPad toward the back so there's no muddled confusion of whether you're waiting for your food or seats.",5.0 star rating
"Writing a review for my favorite cafe in the bay area. I have never been disappointed with anything. Have tried here so farIt is a cute place, doesn't have a lot of space, but the cafe has a very welcoming staffFood1. Smoothie bowls - Are amazing, I have tried the red velvet bowl and it was yum2. Golden Milk - Growing up, I had something similar at home every morning in India, and this drink comes very close to home made ""Haldi Doodh"" ;)3. The raw cheesecake - My Girlfriends favorite dessert, this doesn't taste to sweet, and it seems very healthy. 4.Heavenly hot Cacao - We tried a larger portion of this, again delicious5.Quinoa Bowl - The bowl comes with a lot of qty, and it doesn't feel too heavy after trying this6. Island Tropic Smoothie - Delicious drink7. The best part about this cafe is the people here keep feeding you these yum tea tastings at no cost, we have been to this place thrice and have experienced it every timeGreat people, cute place, amazing variety of really healthy and high quality food",5.0 star rating
"Wow, I love this place already. The interior is beautiful with reclaimed wood and cups on the walls. Thee lights are really pretty in there. There's limited seating inside, but the smoothies are so delicious. I got an order of the island tropics smoothie to go and a 6 oz cup of chai. Total ran out be around $17 with tax, and I thought it was a lot when I was paying, but IT IS WORTH. EVERY. PENNY. The reason I say this is the following. 1) the service and the staff are great. They are super kind and knowledgeable, offering free samples of golden milk and tea to my and my 4 friends who came. I ordered a smoothie and they made extra so they let me keep the extra, which I drank on the spot with enough to share. The staff are just thoughtful in preparing your drinks. 2) the drinks were damn delicious. The green smoothie was just so flavorful and fresh and it just gave me some joy! I gave the smoothie to my dad who said it transported him to his childhood when he would drink fresh juices in india. The chai was super flavorful as well and my mom said she loved the taste of dried ginger and nutmeg along with the cashew coconut milk. I'll be back to try the food next time!",5.0 star rating
"Today's Dahl was amazing, again. Green bowl is very good. Detracting one star because the golden milk was incredibly dull and they need to do more about the seating situation. Is the upstairs seating open to the public?",4.0 star rating
"Healthy vibes all around this beloved cafe!  Upon entering, it felt like a whimsical place for cleansing, healthy eats and a common well being set as goals! I was digging the smoothies and detox drinks.  The meals are wholesome and delectably yum to choose from on the menu! Hipster love and naturally green to be in.",5.0 star rating
"Smooth, cappuccino. One of my favorite places to get a cappuccino. Compared to sightglass, which I also enjoy, it's much smoother. I could go for either but if you want to get specific, this is what makes blue bottles cappuccino stand out.This spot in particular had a nice interior.",4.0 star rating
"South Park is a hidden gem in SOMA. I live so close yet never visit as often as I'd like. Knowing that Blue Bottle Coffee is here might encourage me, though I have plenty of coffeeshops in Mission Bay where I live. I like that this Blue Bottle location is quite spacious. Once you order the front counter, you can choose one of many seats throughout the coffeeshop.Hopefully this doesn't get them in trouble, but I've brought my ESA husky into Blue Bottle and sat with him at the round table on the right-hand side of the place. Pretty sure they're dog-friendly because there's a water bowl right outside. Anyways, great spot to host groups or just catch up with a friend, which is what I did.Even if you don't hang out inside Blue Bottle, there's plenty of seating around South Park. Definitely sit outside if the weather is nice or go for a stroll around SOMA. Love the Blue Bottle brand and visiting all their locations. This is probably one of my favorites because it has lots of seating and isn't usually very crowded.",4.0 star rating
"Came in on a summer day for an iced coffee. Does anyone drink their coffee hot anymore? Anyways...I heard great things about Blue Bottle, so my expectations were fairly high for this new and trending coffee shop. The lady who helped me was very welcoming and explained the different blends they sold. It's always great knowing that your barista knows their stuff!I ordered the least expensive blend and got it with almond milk. The only issue with Blue Bottle that I have is that I feel like the price doesn't match the quantity nor the quality of what you get. After a few sips, I figured that it was smooth and mellow, but nothing seemed special about it.Perhaps I don't drink enough coffee to have developed a palate for it, but I surely didn't quite get the hype around Blue Bottle.",3.0 star rating
"I don't have a problem owning up to it - on several occasions in the past, I've outright said I didn't think Blue Bottle was worth the hype.  Maybe it's because my taste in coffee isn't discerning enough (Pike Place is my go-to), but I just never understood why Blue Bottle was so revered.  That is, until now.  After all of these years, I finally figured out what the problem has been - I just haven't been ordering the right thing!  I KNEW it couldn't have been me...ha!Out of all of the different ones I've been to (here, Mint Plaza, and the Ferry Building), this particular Blue Bottle is by far my favorite.  Besides how it's (relatively) close to my office, it's also got a great feel to it.  The minimalist look, the spacious feel (compared to its sister spots), the fact I've always been able to snag a seat the times I've stuck around to enjoy my drink...not much to complain about!  Most importantly, they keep the line/crowds moving surprisingly fast!While I'd always stuck with their hot drinks in the past, I finally decided to try something different and ordered the NEW ORLEANS ICED COFFEE with Cane Sugar, Milk, and Roasted Chicory ($4.25).  Now, I don't want to oversell this, but talk about a game changer!  Not only did it have just the right amount of milk and sweetness to it, but it packed the perfect caffeinated punch - not overly strong, but it had a delicious, robust flavor to it.  Delicious!Now, as tasty as my drink was, I'd be remiss not to acknowledge the fact that Blue Bottle is obviously on the pricey side.  Delicious to be sure, and certainly of better quality than the likes of Starbucks, but not all that cheap either.  Not that it would stop me from coming back again, not when I've finally discovered the drink to get to fully appreciate all that Blue Bottle has to offer!FOUR AND A HALF STARS rounded down for now.",4.0 star rating
"This Blue Bottle Shop has more flow customer coming and look more upscale than the Berkeley location.I adore their interior design of this corner coffee shop. It amazes and reminds me that, things don't always have to have a bunch of items in a room in order to catch ones eye. Best way to describe it is a simple and mellow vibe close to the SF ball park a couple blocks down.The iced coffee to me was a little bit bitter and water down. I'm pretty sure there was a couple of grounds inside the pitcher that were not caught by the filter. I like coffee strong and that was NOT strong at all. I notice they do ""pour overs"" big fan of that, and will be back soon to see how well executed they can make one.Just note this place does have support or have WIFI like most shops would. No pets are allowed in the shop, so be ready to tie your four legged friend outside, to the nearest pole within eye distance.",3.0 star rating
"My favorite Bay Area roaster since 2005! Loving it. Their New Orleans Iced Latte is AMAZING! Chicory infused coffee, slow cooled overnight and poured with milk and ice when you order.   If you haven't tried it yet....",5.0 star rating
"My office is literally a 2 minute walk to this Blue Bottle location and I literally visit at least twice a week. Talk about DANGEROUS!I love how spacious this location is and that there is plenty of tables/seats. It's a great place to just have a 1 on 1 with your manager or if you're looking to catch up on some reading. My favorite drinks are definitely the New Orleans Iced Coffee and Mocha. Please note that they don't offer Soy Milk anymore, since it's not as environmentally friendly. They offer Oat Milk instead, which is just as tasty!",4.0 star rating
"I'm almost tempted to give this Blue Bottle a bad rating just so it doesn't get too busy lol Actually though...This is one of my favourite Blue Bottle locations, especially on weekend mornings when it's not too busy. The staff is generally friendly and helpful if you have trouble deciding what you want. If it's a nice day out, it's awesome to take coffee (and maybe a pastry) to-go and hang out on South Park nearby. If you do decide to stay though, there's plenty of tables and seating, making it a good place to work. (Not for too long though; it is a pet peeve when people stay at a coffee shop - any coffee shop - longer than they should and take up tables and chairs.) This location also has big windows with a lot of natural light, which I LOVE!",5.0 star rating
"Blue Bottle Coffee has quickly turned into a consistently good gourmet coffee chain in San Francisco. Their South Park location keeps up the tradition with a warm and open store on 2nd Street near Bryant.The layout is very nice with large picture windows and a white and light wood interior. They have the full menu with several coffee styles including espresso, pour over, and vacuum drip in a rather elaborate and beautiful device. Snacks and pastries are also available.The coffee just happens to be great here too. They have a good house blend with single origin espresso available. The espresso was pulled well with a wonderful flavor, especially when poured over a large scoop of gourmet vanilla ice cream!Service was great, although it does take a while to make a custom drink done right. The interior is almost as gorgeous as the customers enjoying their drinks inside and those unfortunate ones just walking by outside. This location is close to AT&T Park so expect crowds during Giants games. I'm used to great coffee in Sacramento, and San Francisco is really great too. Blue Bottle Coffee in South Park may not have Tweek running around, but you can get a great coffee drink anyway.",5.0 star rating
Stopped on in to get myself an iced coffee. They had a very delicious cold brew. It is relatively small but it felt like it packed a punch so it was more than enough coffee.,4.0 star rating
"Really like this spot!Coffee: DeliciousService: Super friendly as alwaysAtmosphere: Beautiful spot with great lighting and cute furniture. Wish they had WiFi (some reviews said they have it, but when I asked this past weekend, they said they did not).",4.0 star rating
"Experience from 1/23/2018:This is the best Blue Bottle Coffee I have been to. Some of the things I always like are the friendly staff, good service and clean facility. I really like how spacious this coffee shop is. When you are in need of a pastry and a cup of coffee, Blue Bottle Coffee is here for you.The latte art is always so good and it's culinary creativity.Whether you are:- passing by- coming out of the gym- work nearbyReasons for five star rating:- clean facility- friendly staff- good serviceCaffeine fix (run)? You got it.Overall, positive experience at Blue Bottle Coffee.",5.0 star rating
I'm not a coffee person but generally i try coffee when i have to be fresh. But the coffee here was amazing. I ordered for a mocha with extra chocolate and it had mud coffee flavor which i loved and couldn't stop sipping over it.! The place is super cool and has cute staff members too ;),4.0 star rating
"I forgot how much I love Blue Bottle Coffee. Although there are a few location in Los Angeles, they're not easy for me to get to. I recently dropped by this location while in SF and just sat at one of their tables enjoying the Cold Brew and the sun beaming through the windows on my back. I wanted to try something different for once, but I defaulted back to a cold brew like I've always done anywhere else. I absolutely love the cold brew. BBC :-) is definitely on my list of top coffee shops. The staff are friendly, and the woman helping me ran through a few items on the menu before I made a decision. This location is very spacious, with tables to accommodate small and large groups. The perfect place to get some studying or work done. I love the open space, with glass all around to bring in a lot of light. There are a number of baked goods that will get your mouth watering. I was tempted to try one, but remembered that brunch was shortly after this stop.It's conveniently located near the park. I observed quite a few people who decided to bring their drinks and enjoy it there instead. There are benches for you to sit in and enjoy your brew. On a warm day in October, this is probably the perfect choice. Plenty of parking in the area too!",5.0 star rating
"Blue Bottle is my favorite coffee shop for times when I'm feeling a little fancier. It's right across from where I work, and the coffee cocktails are fantastic. Particularly, the coffee cocktail with orange and jasmine tea is my favorite thing to order! They have good snacks like cheese rolls and rhubarb pound cake. The atmosphere is beautiful and even if they're crazy busy the orders are always out fast. The only reason I won't give 5 stars is because it's suuuuuuper expensive. The coffee cocktails are not that much bigger than a shot and cost around $6! Also, this place can get CRAZY around that mid-afternoon slump when everyone needs caffeine.",4.0 star rating
"Very relaxing, lots of space, counters, table along the window, big community round table..Tables along the windows is great natural lighting for people to study and do their work. .Counter space meaning there's a bar where you can watch them make drinks. It's quite nice and relaxing. .Big community round table - great for large groups or one who wants to spread their work all over. .Drink - so I tried their elder berry sparkling water with cold brew. It wasn't my favorite, due to the flavor and not enough sweetness. It was just different, either love or dont like it. They were nice to let me switch back to my regular. .My regular to go to is the new Orleans. But the girl told me they have oat milk and I'm like yasss! It's one of my new favorites so this is how your order it. One new Orleans with oat milk.  .Of thing I noticed about their coffee is that its strong, and they serve you these big ice cubes which slowly melts and doesn't water down your coffee. .Overall this is one of my new blue bottle coffee spot to actually chill when I'm in the city. Comfy with space, and air flowing in and out which is quite refreshing. Thanks for reading and have a yelptastic day!",5.0 star rating
I came here because I was told this was one of the best coffee shops in the city. The environment of the store was nice (looked hipster and chill). The service wasn't as friendly as I would of expected but not bad. The coffee to me was just alright. I was expecting my mocha to have more flavor. Maybe I will try hot instead of ice next time. Still a great coffee place but would recommend philz before here.,4.0 star rating
"Fun fact: I used to work at a Blue Bottle when I was 20 years old. I'm ashamed to say that I totally embodied the hipster barista attitude mostly because I was 20 years old but also because that's who I worked with! Coffee hipsters with ironic mustaches who rode fixies. Oh, 2007. It is now 2019 and Blue Bottle is all grown up with its investor money, beautiful standardized minimalist interior design, and fancy floral arrangements. I grew up too and now instead of having a coffee hipster job I have an engineering semi-hipster job. Anyways, this is the location closest to my work and I go here twice a week. What I really appreciate about this location especially is that if ANYTHING goes wrong (they're out of the milk you wanted, they took too long, they gave you the wrong thing) they will do their best to fix the problem and then in addition will give you a card to redeem for a free coffee! I think this has happened 3 times so far and when it has happened  the mistakes were all not a big deal to me. But it was still cool that they do this to make sure you're happy. Hipster attitude has been completely eradicated! Go to Ritual for that lol. (I still love Ritual, JUST SAYING) I usually go for a single origin Africa drip coffee (hipster habits die hard) or a latte with oat milk.",5.0 star rating
"The revitalized South Park space has brought a much needed facelift to the neighborhood, and unlike the eye-rolling result seen on some aging Hollywood actresses, the effect has been neither jarring nor scarring. Yes, I'm talking to you, Meg Ryan. Fortunately I am too old - not for a facelift, mind you - but to play on the cool new jungle gym in South Park unlike a couple of entitled hipsters Jamie W. and I saw who thought nothing of sitting on the tire swing while actual children were waiting for them to leave.No, my entertainment comes from the caffeinated libations being served at the fresh-looking new Blue Bottle on the 2nd Street side of the park. What can I say about Blue Bottle that I haven't already said in the five other reviews I've written about at their other locations? Not much except they are certainly consistent. It's a lovely individual pour, and I selected the $3.75 Three Africas blend because I just assumed three was better than one (photo: bit.ly/2uPFpVD), even though the Rwanda blend was a dollar more. Go figure.There were the requisite baked goods including ridiculously large pretzel buns (photo: bit.ly/2w0joCp) and alluring sticky coffee pudding muffins (photo: bit.ly/2vnJSAp). Jamie and I stayed strong and kept our temptations at bay. Anyhow, as I was waiting, I was really enjoying the clean lines of the space. Very contemporary and most suitable for a South of market location. There was even a large round table commandeered by a silent group of presumed tech geeks, almost like they were hired as performance art (photo: bit.ly/2gIoTCW). I was just happy to take my coffee to one of the little metal stands in the park. That's what those are for, right?COFFEE - 4 stars...the smoothness still shines hereAMBIANCE - 4.5 stars...one of the nicer Blue Bottles in the chainSERVICE - 3.5 stars...oh, friendly enoughTOTAL - 4 stars...Blue Bottle in a most idyllic urban setting",4.0 star rating
Solid coffee spot if you're in the area. They have all the blue bottle staples and a good amount of benches and work areas. There's a good mac and cheese place around the corner and the AT&T Park is nearby as well!,3.0 star rating
"One of my biggest pet peeves is when 1 person takes up a whole table for 4 lol. Can't suggest it's always good for groups but definitely a nice place to get some work done. Cute little cafe with amazing drinks. I'm not a coffee expert or anything, but ever since Tierra Mia, I've learned to appreciate coffee. I've tried almost all the frappes by this point and I gotta say Horchata Frappe and the Mexican chocolate frappe are the ones!!! Hot or cold both never disappoint. Sweet. Creamy. Delicious. Really friendly and helpful baristas who will take the time to explain every drink and make it the way you want. Also reasonable prices for some coffee. Free and reliable WiFi as well as a couple outlets on the walls. Worth a try if you're in the area and need a cup of coffee!",5.0 star rating
"I had a good time at Tierra Mia, stopping by for a quick snack and coffee because I had been forced to get up early and rudely denied any coffee prior.The decor here is pretty cool, with some aeronautical antiques and comfortable chairs. It's a very casual place that I can definitely see people lounging around in.The service was very prompt as well, with it only taking a few minutes for my mocha and almond croissant to be delivered.The mocha was good if you like sweet coffee drinks, but to be honest I prefer less sugar and a more intense chocolate flavor. An extra shot of espresso and the removal of half the sugar would have probably been more to my liking. It was good, just too much like dessert for me.The almond croissant was also good, but reheating it by microwaving it doesn't leave me with a very good impression. I'd prefer it was reheated with dry heat, like a toaster oven, rather than internally steamed, which is what microwaving does. It wasn't ruined, just kind of suboptimal to me.Overall, if i were in the neighborhood, I would come here versus Starbucks or Pete's. But I'd go to Blue Bottle or Philz if that was available.",3.0 star rating
"Finally some decent Cafe con Leche. It may not have been Miami, but it was pretty close. The staff here was super cool. I would definitely come back in the future to get the Horchata Latte.Tierra Mia Coffee has a nice spacious cafe and the setup reminds me of a few places I've visited in South Florida in the college are by University of Miami. My only disappointment was that they didn't have many Cuban pastries - if they had some guava pastries or some Puerto Rican pastries then this place would be probably the best place I've been to.Still - major points for having a real Latin coffee and not some made up hipster stuff like most of SF.",5.0 star rating
"Horchata coffee is why I come here. All they're drinks are good tho. The place is very calm and relaxing, they're are usually ppl on their laptops doing work. I also enjoyed the chill vibe music that was playing.",5.0 star rating
"I'm from out of town, but everytime I visit the City, I make it a point to stop by Tierra Mia.  It's the only place I can get my fix of horchata goodness.  I dont know what it is about their beverages, but I need it like a crack addict needs crack? Haha... anyways, if you've never been, make sure to add this place to your itinerary.",5.0 star rating
Out on our adventure hubs and I needed to recharge. This coffee shop is the absolute reason I love coming to big cities. It's away from touristy places and just super chill. When you get here please try their horchata cream! Its like the horchata shake I get from Portos (best bakery in the country) the hot chocolate is really made well with steamed milk. Foam is super think and enjoyable. Scene us really northern california vibe. Its cozy and has a bunch of outlets everywhere. The staff is super friendly and knowledgeable. I'm not a coffee drinker but they got a lot of good things here.,5.0 star rating
"Great coffee!!  The coffee was very rich, not bitter.  Loved it!  The place is very cute and clean!  The coffee was great!  They were pretty much out of baked goods at this time, some come early for food.",5.0 star rating
"I came in for tea, but looking around I could tell coffee was their specialty. My friend ordered the horchata latte and I decided to follow suit. Since I didn't want alt of caffeine, I ordered a decaf horchata latte with almond ""milk"" and couldn't have been happier! A small was $5.25, so a little steep, but I would order it again on an occasional basis. Right before I was ready to order, the 2nd employee went on break so I had to wait a little longer than I had planned since each drink was a bit time consuming.The cafe had a pleasant atmosphere and was roomy, the unisex bathroom was clean. Overall a pleasant experience.",4.0 star rating
"Came here today all the way from soma in hopes to make it before closing time. Walked in (front door was still open) 5:04pm and got turned away because I was 4 minutes too late from their closing time. Looked up the Oakland location and see that they are open until 9pm. Yes, the drinks are awesome here but who can drink them if they close at 5 and or open at 7:30am which is very late for a coffee shop?! The schedule here makes no sense. To the owner: pay for an afternoon shift and maybe you'll keep some customers. I'll be making the trip to Oakland from now on.",1.0 star rating
"I was glad to have stumbled upon this coffee place while waiting for oil change for my car. I've heard about Tierra Mia a couple times from my coffee-loving friend. I ordered the small coco loco latte, and even the small cup was kinda big for me. The chocolate taste really blended in well in the drink. I really enjoyed every slurp from the cup. The place itself was very spacious and comfy for hanging out or working. Highly recommended!",4.0 star rating
"I've walked by this spot every time I walk on this part of Mission Street, but my inner clock was not dialed to coffee time until recently when I actually entered the cafe on a whim. I've actually been to the other Tierra Mia on Broadway in Oakland to meet a former colleague, but I threw balls to the wall and ordered one of their specialties, the sweeter than sweet Horchata Frappe (review: bit.ly/2xrOCDY). I noticed they serve that sugary confection here, but I tried to hold the reins tighter by ordering an 8-oz Cappuccino Italiano since it was a coolish afternoon even though I know it's a major faux pas to have cappuccino after 12 Noon (photo: bit.ly/2OEQT5O). I didn't get grief for my order, but I certainly got plenty of sugar as it was a most dessert-like drink for the middle of the afternoon. The chill vibe in here helped me nurse it before I tossed half of it away. No offense to the barista but it wasn't quite my taza de the.COFFEE - 3 stars...a stellar cappuccino if you want something for dessertAMBIANCE - 4 stars...relaxing vibe on this particularly urban stretch of MissionSERVICE - 3.5 stars...nice crew hereTOTAL - 3 stars...just sweeter than I wanted...or neededRELATED - Looking for dining options in Bernal Heights? Here's a collection of places I've tried and reviewed: bit.ly/2MMXXMk",3.0 star rating
"The atmosphere of this shop was great. Maintains a homey feeling while being modern at the same time. Personally, this was a great place to study for me. The shop plays soft music and the sound of the coffee machines isn't too loud. However, I'd suggest getting there early if you don't want to worry about getting a table. The shop started to fill up around 11 AM. The walls have plugs, but not at all tables are near plugs. The coffee was great here though! I thoroughly enjoyed my super foamy latte. If you're the type to camp out at a coffee shop all day, take note that the shop only serves pastries- no sandwiches and stomach-filling foods.",5.0 star rating
"Dropped off my boyfriend's mom at the hospital across the street and was looking for a coffee shop to pass some time. Stumbled upon this place. It was cute and homey feeling. Upon entering, there wasn't really anyone to greet me. Took them a while to notice I was there. She was nice when she came up to the register though. The whole ordering process had a feeling of confusion floating between me and the cashier. Not a big deal though. I ordered the Horchata Frappe with a shot of espresso added. MmMMmm good. The order came out about three minutes after I ordered it. It was caked in a nice wallop of whipped cream on top. The first sip was bomb oh my goodness so good. It really was an amazing first sip! As time progressed however, I found myself getting overwhelmed by it. It took quite some effort to drink. Maybe ordering a medium for myself wasn't the best idea. I'd be more than elated to come back and order it again in a size small! I was also recommended to try the Coco Loco. My friend isn't a coconut fan and neither am I, but she said that it was really good. So, I'll have to come back for that!",4.0 star rating
"Tierra Mia Coffee, we meet again. Only this time, I am happy and content with my vanilla latte. It's flavorful but wasn't as hot as I liked it to be. It was pretty much lukewarm. I've been to Tierra Mia in Oakland and geez it was a nightmare. I was a bit hesitant to grab a cup of Joe here but heck, everyone deserves a second chance. The barista was really nice and the place is really cute! I love how they have small enclosed patio out back. I can tell, this place caters to a good relaxing experience. Have you measured out your life with coffee spoons? Cause I have. Solid 4 stars for me.",4.0 star rating
"I've been looking for a coffee shop with good (but affordable-ish) drinks, tables, outlets, and fast+reliable WiFi and Tierra Mia checks all that off. There are tables inside and outside, reasonably spaced from each other. I got the Horchatta Latte with non-fat milk. It was good - a little too sweet for my taste, however. Tip: ask barista for key to bathroom.",5.0 star rating
